Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,COGS,Gross margin percentage,Gross income,Rating
722-85-6268,C,Odesa,Member,Female,Clothing,58.58,3,8.787,184.52700000000002,2023-01-08,05:00,Credit card,175.74,4.761905,8.787,8.5
295-24-4336,C,Kyiv,Normal,Female,Food & Beverages,31.87,7,11.1545,234.24450000000002,2023-01-08,06:00,Credit card,223.09,4.761905,11.1545,4.1
554-88-8200,C,Lviv,Member,Female,Food & Beverages,53.41,7,18.6935,392.5635,2023-01-08,07:00,Ewallet,373.87,4.761905,18.6935,8.4
616-82-4659,A,Kyiv,Member,Female,Beauty,20.71,5,5.177500000000001,108.7275,2023-01-08,08:00,Credit card,103.55000000000001,4.761905,5.177500000000001,6.0
409-13-4680,B,Kyiv,Normal,Male,Food & Beverages,67.55,5,16.8875,354.6375,2023-01-08,09:00,Credit card,337.75,4.761905,16.8875,5.2
645-35-9967,A,Odesa,Normal,Male,Food & Beverages,38.98,2,3.8979999999999997,81.85799999999999,2023-01-08,10:00,Cash,77.96,4.761905,3.8979999999999997,4.8
224-98-1715,C,Kyiv,Normal,Male,Electronics,42.63,5,10.6575,223.8075,2023-01-08,11:00,Cash,213.15,4.761905,10.6575,7.4
803-60-8721,A,Odesa,Member,Male,Home & Lifestyle,79.55,2,7.955,167.055,2023-01-08,12:00,Cash,159.1,4.761905,7.955,6.9
549-43-9015,B,Odesa,Member,Male,Sports,84.48,9,38.016000000000005,798.336,2023-01-08,13:00,Cash,760.32,4.761905,38.016000000000005,6.7
295-16-5654,B,Odesa,Member,Male,Electronics,13.82,6,4.146,87.066,2023-01-08,14:00,Ewallet,82.92,4.761905,4.146,7.7
750-98-9127,A,Odesa,Normal,Female,Food & Beverages,49.44,8,19.776,415.296,2023-01-08,15:00,Cash,395.52,4.761905,19.776,5.0
321-52-1417,C,Kyiv,Normal,Female,Electronics,57.52,8,23.008000000000003,483.168,2023-01-08,16:00,Credit card,460.16,4.761905,23.008000000000003,7.5
549-26-9117,A,Odesa,Normal,Male,Sports,99.33,10,49.665,1042.965,2023-01-08,17:00,Credit card,993.3,4.761905,49.665,9.7
483-31-3431,A,Lviv,Member,Female,Beauty,84.41,2,8.441,177.261,2023-01-08,18:00,Credit card,168.82,4.761905,8.441,9.4
658-21-9396,C,Lviv,Member,Female,Electronics,91.36,4,18.272000000000002,383.712,2023-01-08,19:00,Cash,365.44,4.761905,18.272000000000002,6.0
394-73-2451,C,Lviv,Normal,Male,Food & Beverages,61.25,7,21.4375,450.1875,2023-01-08,20:00,Credit card,428.75,4.761905,21.4375,4.9
215-39-5629,C,Kyiv,Normal,Male,Electronics,68.64,3,10.296000000000001,216.216,2023-01-08,21:00,Cash,205.92000000000002,4.761905,10.296000000000001,5.0
102-60-9060,A,Lviv,Normal,Female,Clothing,99.46,5,24.865,522.165,2023-01-08,22:00,Cash,497.29999999999995,4.761905,24.865,9.6
148-49-1509,B,Kyiv,Normal,Female,Beauty,17.03,10,8.515,178.815,2023-01-08,23:00,Cash,170.3,4.761905,8.515,4.2
541-48-1029,B,Lviv,Member,Female,Beauty,37.43,4,7.486000000000001,157.206,2023-01-09,00:00,Credit card,149.72,4.761905,7.486000000000001,4.1
461-76-8291,B,Odesa,Member,Female,Electronics,26.52,8,10.608,222.768,2023-01-09,01:00,Ewallet,212.16,4.761905,10.608,6.4
532-62-7481,C,Lviv,Normal,Female,Clothing,56.49,9,25.420500000000004,533.8305,2023-01-09,02:00,Credit card,508.41,4.761905,25.420500000000004,4.5
150-73-7452,C,Odesa,Member,Male,Home & Lifestyle,50.44,3,7.566,158.886,2023-01-09,03:00,Credit card,151.32,4.761905,7.566,8.9
506-77-9206,A,Lviv,Normal,Male,Home & Lifestyle,93.36,8,37.344,784.224,2023-01-09,04:00,Cash,746.88,4.761905,37.344,8.6
499-26-5562,B,Lviv,Normal,Male,Beauty,17.99,2,1.799,37.778999999999996,2023-01-09,05:00,Cash,35.98,4.761905,1.799,7.0
414-57-6223,A,Kyiv,Member,Male,Electronics,16.76,5,4.19,87.99000000000001,2023-01-09,06:00,Ewallet,83.80000000000001,4.761905,4.19,6.0
684-38-3903,B,Odesa,Member,Male,Sports,35.25,10,17.625,370.125,2023-01-09,07:00,Ewallet,352.5,4.761905,17.625,7.3
528-56-8578,B,Kyiv,Member,Male,Clothing,59.14,5,14.785,310.485,2023-01-09,08:00,Cash,295.7,4.761905,14.785,5.3
985-16-5342,A,Lviv,Normal,Female,Home & Lifestyle,14.03,9,6.3135,132.5835,2023-01-09,09:00,Cash,126.27,4.761905,6.3135,6.8
389-96-1580,A,Odesa,Normal,Male,Home & Lifestyle,47.16,9,21.221999999999998,445.6619999999999,2023-01-09,10:00,Credit card,424.43999999999994,4.761905,21.221999999999998,8.0
468-26-8536,A,Kyiv,Normal,Male,Clothing,55.95,10,27.975,587.475,2023-01-09,11:00,Cash,559.5,4.761905,27.975,8.1
269-87-6266,B,Kyiv,Normal,Male,Beauty,74.24,8,29.695999999999998,623.616,2023-01-09,12:00,Cash,593.92,4.761905,29.695999999999998,4.4
376-92-8298,C,Odesa,Member,Female,Beauty,66.34,2,6.634,139.31400000000002,2023-01-09,13:00,Ewallet,132.68,4.761905,6.634,4.7
186-65-3654,B,Kyiv,Normal,Female,Clothing,11.16,3,1.6740000000000004,35.154,2023-01-09,14:00,Ewallet,33.480000000000004,4.761905,1.6740000000000004,9.6
333-77-1776,A,Kyiv,Normal,Male,Beauty,43.15,8,17.26,362.46,2023-01-09,15:00,Credit card,345.2,4.761905,17.26,6.6
623-85-3908,C,Lviv,Member,Female,Sports,62.85,4,12.57,263.97,2023-01-09,16:00,Ewallet,251.4,4.761905,12.57,7.1
320-78-6004,C,Kyiv,Member,Female,Food & Beverages,82.26,7,28.791000000000004,604.6110000000001,2023-01-09,17:00,Credit card,575.82,4.761905,28.791000000000004,8.6
929-25-4394,B,Kyiv,Member,Female,Home & Lifestyle,88.02,2,8.802,184.84199999999998,2023-01-09,18:00,Ewallet,176.04,4.761905,8.802,5.3
424-93-1049,A,Kyiv,Member,Male,Sports,66.65,8,26.660000000000004,559.86,2023-01-09,19:00,Cash,533.2,4.761905,26.660000000000004,6.6
986-76-6709,C,Lviv,Normal,Female,Food & Beverages,19.13,2,1.913,40.172999999999995,2023-01-09,20:00,Ewallet,38.26,4.761905,1.913,8.8
480-66-5956,B,Odesa,Member,Male,Sports,33.07,2,3.3070000000000004,69.447,2023-01-09,21:00,Credit card,66.14,4.761905,3.3070000000000004,8.9
152-30-5213,B,Lviv,Normal,Male,Beauty,53.31,5,13.3275,279.8775,2023-01-09,22:00,Ewallet,266.55,4.761905,13.3275,6.0
536-68-3300,B,Odesa,Normal,Female,Electronics,54.91,5,13.7275,288.2775,2023-01-09,23:00,Cash,274.54999999999995,4.761905,13.7275,8.6
779-17-5856,C,Lviv,Normal,Male,Beauty,60.66,1,3.033,63.693,2023-01-10,00:00,Ewallet,60.66,4.761905,3.033,9.0
109-86-8173,C,Lviv,Member,Male,Clothing,13.46,4,2.692,56.532000000000004,2023-01-10,01:00,Cash,53.84,4.761905,2.692,4.8
132-38-6858,B,Kyiv,Normal,Male,Home & Lifestyle,54.5,1,2.725,57.225,2023-01-10,02:00,Ewallet,54.5,4.761905,2.725,5.7
320-65-1388,A,Lviv,Member,Male,Clothing,89.39,1,4.4695,93.8595,2023-01-10,03:00,Credit card,89.39,4.761905,4.4695,7.4
645-38-6466,B,Odesa,Member,Male,Sports,25.75,1,1.2875,27.0375,2023-01-10,04:00,Cash,25.75,4.761905,1.2875,7.1
665-29-6123,A,Kyiv,Member,Female,Beauty,20.09,9,9.0405,189.8505,2023-01-10,05:00,Ewallet,180.81,4.761905,9.0405,9.6
233-14-9687,C,Odesa,Member,Male,Food & Beverages,42.05,8,16.82,353.21999999999997,2023-01-10,06:00,Ewallet,336.4,4.761905,16.82,5.3
833-48-5335,B,Kyiv,Member,Male,Beauty,72.83,2,7.283,152.94299999999998,2023-01-10,07:00,Cash,145.66,4.761905,7.283,4.3
684-92-8099,B,Odesa,Member,Male,Food & Beverages,88.41,7,30.9435,649.8135,2023-01-10,08:00,Credit card,618.87,4.761905,30.9435,8.5
621-27-9088,A,Lviv,Member,Female,Clothing,31.5,9,14.175,297.675,2023-01-10,09:00,Cash,283.5,4.761905,14.175,4.5
270-70-1938,B,Odesa,Normal,Female,Food & Beverages,40.57,6,12.171000000000001,255.591,2023-01-10,10:00,Credit card,243.42000000000002,4.761905,12.171000000000001,4.2
811-31-9477,A,Kyiv,Member,Male,Home & Lifestyle,27.69,7,9.691500000000001,203.5215,2023-01-10,11:00,Ewallet,193.83,4.761905,9.691500000000001,7.4
679-41-9709,B,Lviv,Normal,Female,Clothing,41.87,7,14.654499999999999,307.74449999999996,2023-01-10,12:00,Cash,293.09,4.761905,14.654499999999999,9.6
413-91-2678,B,Lviv,Member,Female,Home & Lifestyle,85.85,8,34.339999999999996,721.14,2023-01-10,13:00,Credit card,686.8,4.761905,34.339999999999996,6.3
334-58-8257,C,Odesa,Member,Female,Home & Lifestyle,10.72,10,5.36,112.56,2023-01-10,14:00,Credit card,107.2,4.761905,5.36,7.9
690-54-2632,A,Lviv,Member,Male,Food & Beverages,36.85,9,16.582500000000003,348.2325,2023-01-10,15:00,Ewallet,331.65000000000003,4.761905,16.582500000000003,10.0
170-88-7135,C,Lviv,Member,Male,Sports,56.98,5,14.245,299.145,2023-01-10,16:00,Ewallet,284.9,4.761905,14.245,7.1
975-81-9656,B,Kyiv,Member,Male,Beauty,97.18,8,38.87200000000001,816.312,2023-01-10,17:00,Ewallet,777.44,4.761905,38.87200000000001,8.9
134-80-6741,A,Odesa,Normal,Male,Beauty,23.66,6,7.098000000000001,149.05800000000002,2023-01-10,18:00,Ewallet,141.96,4.761905,7.098000000000001,7.7
901-22-4302,B,Odesa,Normal,Male,Home & Lifestyle,12.18,7,4.263,89.523,2023-01-10,19:00,Cash,85.25999999999999,4.761905,4.263,8.5
584-93-3875,C,Odesa,Normal,Male,Home & Lifestyle,50.81,6,15.243000000000002,320.103,2023-01-10,20:00,Credit card,304.86,4.761905,15.243000000000002,4.2
966-63-4141,B,Kyiv,Normal,Female,Home & Lifestyle,66.26,10,33.13,695.73,2023-01-10,21:00,Ewallet,662.6,4.761905,33.13,6.2
686-40-5168,A,Odesa,Normal,Male,Clothing,56.23,10,28.115,590.415,2023-01-10,22:00,Cash,562.3,4.761905,28.115,4.4
162-18-1857,A,Kyiv,Normal,Male,Electronics,72.35,8,28.939999999999998,607.74,2023-01-10,23:00,Cash,578.8,4.761905,28.939999999999998,9.6
601-75-8223,A,Odesa,Member,Female,Food & Beverages,43.77,8,17.508000000000003,367.668,2023-01-11,00:00,Ewallet,350.16,4.761905,17.508000000000003,6.9
495-90-8844,B,Odesa,Normal,Male,Electronics,22.29,5,5.5725,117.0225,2023-01-11,01:00,Cash,111.44999999999999,4.761905,5.5725,6.0
135-38-3239,A,Odesa,Member,Male,Sports,73.0,2,7.300000000000001,153.3,2023-01-11,02:00,Credit card,146.0,4.761905,7.300000000000001,6.5
828-98-4840,B,Kyiv,Member,Female,Home & Lifestyle,38.65,4,7.73,162.32999999999998,2023-01-11,03:00,Cash,154.6,4.761905,7.73,6.3
871-79-2701,B,Kyiv,Member,Male,Home & Lifestyle,87.36,6,26.208,550.3679999999999,2023-01-11,04:00,Cash,524.16,4.761905,26.208,6.7
279-13-2496,C,Kyiv,Member,Female,Electronics,48.07,7,16.8245,353.3145,2023-01-11,05:00,Cash,336.49,4.761905,16.8245,8.8
752-92-3695,A,Lviv,Normal,Male,Electronics,68.84,2,6.884,144.56400000000002,2023-01-11,06:00,Ewallet,137.68,4.761905,6.884,6.3
879-76-7014,A,Lviv,Member,Female,Beauty,36.08,2,3.608,75.768,2023-01-11,07:00,Ewallet,72.16,4.761905,3.608,6.8
771-50-7488,A,Lviv,Member,Female,Home & Lifestyle,48.46,10,24.230000000000004,508.83000000000004,2023-01-11,08:00,Cash,484.6,4.761905,24.230000000000004,9.0
603-34-1446,B,Kyiv,Normal,Female,Beauty,19.8,3,2.9700000000000006,62.370000000000005,2023-01-11,09:00,Cash,59.400000000000006,4.761905,2.9700000000000006,5.8
684-96-6332,A,Lviv,Normal,Female,Food & Beverages,68.15,2,6.815000000000001,143.115,2023-01-11,10:00,Cash,136.3,4.761905,6.815000000000001,8.7
976-62-2430,A,Lviv,Normal,Female,Electronics,11.23,10,5.615000000000001,117.915,2023-01-11,11:00,Cash,112.30000000000001,4.761905,5.615000000000001,8.4
296-24-2555,C,Odesa,Normal,Male,Food & Beverages,95.1,6,28.529999999999998,599.1299999999999,2023-01-11,12:00,Credit card,570.5999999999999,4.761905,28.529999999999998,4.7
185-29-8898,C,Odesa,Member,Female,Beauty,53.77,8,21.508000000000003,451.668,2023-01-11,13:00,Cash,430.16,4.761905,21.508000000000003,6.0
558-45-3727,C,Odesa,Normal,Female,Home & Lifestyle,61.27,1,3.0635000000000003,64.3335,2023-01-11,14:00,Cash,61.27,4.761905,3.0635000000000003,9.2
311-35-1270,A,Lviv,Member,Male,Home & Lifestyle,39.7,8,15.880000000000003,333.48,2023-01-11,15:00,Cash,317.6,4.761905,15.880000000000003,7.4
546-60-9426,B,Kyiv,Normal,Female,Food & Beverages,22.95,6,6.885,144.58499999999998,2023-01-11,16:00,Ewallet,137.7,4.761905,6.885,4.4
464-61-5921,A,Odesa,Normal,Female,Food & Beverages,85.22,5,21.305000000000003,447.40500000000003,2023-01-11,17:00,Ewallet,426.1,4.761905,21.305000000000003,5.7
996-59-8069,C,Kyiv,Normal,Female,Sports,25.22,4,5.0440000000000005,105.92399999999999,2023-01-11,18:00,Credit card,100.88,4.761905,5.0440000000000005,7.5
976-22-8067,B,Odesa,Normal,Male,Beauty,47.5,6,14.25,299.25,2023-01-11,19:00,Ewallet,285.0,4.761905,14.25,5.2
962-20-9988,C,Lviv,Member,Male,Clothing,22.98,9,10.341000000000001,217.161,2023-01-11,20:00,Credit card,206.82,4.761905,10.341000000000001,9.0
497-14-5472,A,Odesa,Normal,Female,Food & Beverages,33.5,5,8.375,175.875,2023-01-11,21:00,Credit card,167.5,4.761905,8.375,7.0
455-59-2636,A,Lviv,Normal,Male,Electronics,99.36,5,24.840000000000003,521.64,2023-01-11,22:00,Credit card,496.8,4.761905,24.840000000000003,7.6
945-71-6568,A,Lviv,Member,Female,Clothing,88.6,3,13.29,279.09,2023-01-11,23:00,Ewallet,265.79999999999995,4.761905,13.29,7.1
794-84-9444,B,Kyiv,Normal,Male,Electronics,74.97,3,11.2455,236.1555,2023-01-12,00:00,Ewallet,224.91,4.761905,11.2455,6.1
274-44-7075,A,Odesa,Normal,Male,Food & Beverages,58.79,6,17.637,370.377,2023-01-12,01:00,Credit card,352.74,4.761905,17.637,9.5
292-79-8140,B,Odesa,Normal,Male,Food & Beverages,44.86,7,15.701,329.721,2023-01-12,02:00,Ewallet,314.02,4.761905,15.701,4.2
205-36-6557,B,Odesa,Member,Male,Home & Lifestyle,58.93,4,11.786000000000001,247.506,2023-01-12,03:00,Credit card,235.72,4.761905,11.786000000000001,6.9
349-36-4802,B,Odesa,Normal,Male,Food & Beverages,61.62,10,30.81,647.0099999999999,2023-01-12,04:00,Credit card,616.1999999999999,4.761905,30.81,7.4
137-23-3039,B,Lviv,Normal,Male,Food & Beverages,39.05,3,5.8575,123.0075,2023-01-12,05:00,Credit card,117.14999999999999,4.761905,5.8575,7.6
371-72-6358,B,Kyiv,Normal,Female,Electronics,93.37,9,42.01650000000001,882.3465000000001,2023-01-12,06:00,Ewallet,840.33,4.761905,42.01650000000001,8.7
724-62-8449,A,Kyiv,Normal,Female,Clothing,15.39,4,3.0780000000000003,64.638,2023-01-12,07:00,Ewallet,61.56,4.761905,3.0780000000000003,9.1
152-98-8323,B,Odesa,Normal,Female,Clothing,86.57,2,8.657,181.797,2023-01-12,08:00,Cash,173.14,4.761905,8.657,4.5
307-44-8966,B,Lviv,Normal,Female,Home & Lifestyle,28.31,1,1.4155,29.7255,2023-01-12,09:00,Ewallet,28.31,4.761905,1.4155,5.4
836-53-1982,B,Lviv,Member,Male,Food & Beverages,66.4,1,3.3200000000000003,69.72,2023-01-12,10:00,Ewallet,66.4,4.761905,3.3200000000000003,5.2
158-80-6600,B,Lviv,Member,Male,Sports,43.23,10,21.615,453.91499999999996,2023-01-12,11:00,Ewallet,432.29999999999995,4.761905,21.615,8.4
387-41-2142,B,Lviv,Normal,Female,Home & Lifestyle,59.11,3,8.8665,186.1965,2023-01-12,12:00,Cash,177.32999999999998,4.761905,8.8665,6.2
721-46-8561,C,Lviv,Normal,Female,Sports,25.51,10,12.755000000000003,267.855,2023-01-12,13:00,Cash,255.10000000000002,4.761905,12.755000000000003,7.4
902-81-2183,B,Kyiv,Normal,Male,Sports,70.59,7,24.706500000000002,518.8365,2023-01-12,14:00,Cash,494.13,4.761905,24.706500000000002,9.8
541-48-7829,B,Odesa,Member,Female,Electronics,94.42,8,37.768,793.128,2023-01-12,15:00,Ewallet,755.36,4.761905,37.768,7.7
634-81-8970,C,Kyiv,Member,Male,Food & Beverages,76.62,4,15.324000000000002,321.80400000000003,2023-01-12,16:00,Credit card,306.48,4.761905,15.324000000000002,9.2
253-44-1604,C,Kyiv,Normal,Female,Home & Lifestyle,61.01,6,18.303,384.363,2023-01-12,17:00,Credit card,366.06,4.761905,18.303,6.5
352-79-3854,A,Lviv,Normal,Male,Sports,71.33,4,14.266,299.586,2023-01-12,18:00,Ewallet,285.32,4.761905,14.266,5.2
236-83-3309,C,Kyiv,Normal,Female,Food & Beverages,75.96,10,37.98,797.5799999999999,2023-01-12,19:00,Cash,759.5999999999999,4.761905,37.98,7.8
619-51-8141,B,Kyiv,Member,Male,Sports,47.8,7,16.73,351.33,2023-01-12,20:00,Ewallet,334.59999999999997,4.761905,16.73,4.7
830-34-4465,A,Lviv,Normal,Male,Food & Beverages,77.53,1,3.8765,81.4065,2023-01-12,21:00,Credit card,77.53,4.761905,3.8765,9.6
202-67-6070,B,Lviv,Normal,Male,Clothing,72.18,3,10.827000000000002,227.36700000000002,2023-01-12,22:00,Credit card,216.54000000000002,4.761905,10.827000000000002,5.5
547-37-2823,B,Kyiv,Normal,Male,Home & Lifestyle,63.01,6,18.903000000000002,396.963,2023-01-12,23:00,Credit card,378.06,4.761905,18.903000000000002,9.8
703-98-5393,C,Odesa,Member,Female,Home & Lifestyle,90.17,9,40.5765,852.1065,2023-01-13,00:00,Ewallet,811.53,4.761905,40.5765,7.3
422-25-9848,A,Lviv,Member,Male,Home & Lifestyle,36.15,6,10.844999999999999,227.74499999999998,2023-01-13,01:00,Credit card,216.89999999999998,4.761905,10.844999999999999,4.8
229-91-3235,B,Lviv,Normal,Male,Sports,15.85,2,1.585,33.285,2023-01-13,02:00,Cash,31.7,4.761905,1.585,5.4
896-62-7065,B,Lviv,Member,Male,Home & Lifestyle,31.88,2,3.188,66.948,2023-01-13,03:00,Ewallet,63.76,4.761905,3.188,6.2
971-75-8262,A,Odesa,Normal,Female,Food & Beverages,74.78,7,26.173000000000002,549.633,2023-01-13,04:00,Cash,523.46,4.761905,26.173000000000002,4.4
212-81-2106,C,Lviv,Normal,Male,Home & Lifestyle,16.35,9,7.357500000000001,154.5075,2023-01-13,05:00,Ewallet,147.15,4.761905,7.357500000000001,7.6
142-73-9442,A,Lviv,Member,Male,Clothing,55.17,4,11.034,231.714,2023-01-13,06:00,Credit card,220.68,4.761905,11.034,5.9
445-11-5841,C,Kyiv,Member,Male,Sports,42.23,1,2.1115,44.341499999999996,2023-01-13,07:00,Ewallet,42.23,4.761905,2.1115,7.0
893-80-7968,A,Lviv,Member,Female,Electronics,22.04,2,2.204,46.284,2023-01-13,08:00,Cash,44.08,4.761905,2.204,9.1
929-96-4811,C,Lviv,Normal,Male,Home & Lifestyle,70.97,8,28.388,596.148,2023-01-13,09:00,Cash,567.76,4.761905,28.388,8.2
557-20-4031,C,Odesa,Normal,Female,Food & Beverages,10.65,10,5.325,111.825,2023-01-13,10:00,Credit card,106.5,4.761905,5.325,6.5
127-40-5270,C,Odesa,Normal,Male,Sports,75.14,7,26.299000000000003,552.279,2023-01-13,11:00,Ewallet,525.98,4.761905,26.299000000000003,6.0
579-76-6410,B,Odesa,Member,Female,Sports,49.61,8,19.844,416.724,2023-01-13,12:00,Cash,396.88,4.761905,19.844,7.2
580-29-4979,A,Kyiv,Normal,Female,Home & Lifestyle,75.77,7,26.5195,556.9095,2023-01-13,13:00,Credit card,530.39,4.761905,26.5195,6.8
483-62-2493,C,Odesa,Member,Female,Food & Beverages,32.89,10,16.445,345.34499999999997,2023-01-13,14:00,Ewallet,328.9,4.761905,16.445,4.8
775-12-7144,B,Odesa,Member,Female,Home & Lifestyle,78.47,4,15.694,329.574,2023-01-13,15:00,Cash,313.88,4.761905,15.694,8.5
296-79-4170,B,Lviv,Member,Male,Electronics,25.66,2,2.5660000000000003,53.886,2023-01-13,16:00,Credit card,51.32,4.761905,2.5660000000000003,5.9
408-18-1828,A,Lviv,Member,Male,Home & Lifestyle,52.15,4,10.43,219.03,2023-01-13,17:00,Credit card,208.6,4.761905,10.43,7.2
734-96-7266,A,Kyiv,Member,Female,Electronics,47.06,6,14.118000000000002,296.478,2023-01-13,18:00,Cash,282.36,4.761905,14.118000000000002,7.6
489-96-7786,C,Odesa,Normal,Female,Electronics,38.68,8,15.472000000000001,324.912,2023-01-13,19:00,Cash,309.44,4.761905,15.472000000000001,5.7
397-21-6276,C,Odesa,Member,Male,Beauty,32.01,4,6.402,134.44199999999998,2023-01-13,20:00,Credit card,128.04,4.761905,6.402,9.8
169-81-9068,B,Lviv,Normal,Male,Electronics,68.15,6,20.445000000000004,429.345,2023-01-13,21:00,Credit card,408.90000000000003,4.761905,20.445000000000004,6.1
292-45-6717,C,Lviv,Member,Female,Clothing,26.0,10,13.0,273.0,2023-01-13,22:00,Ewallet,260.0,4.761905,13.0,7.1
154-72-3219,B,Odesa,Member,Female,Electronics,74.2,4,14.840000000000002,311.64,2023-01-13,23:00,Credit card,296.8,4.761905,14.840000000000002,5.3
113-99-7680,B,Kyiv,Member,Male,Electronics,34.04,8,13.616,285.936,2023-01-14,00:00,Ewallet,272.32,4.761905,13.616,4.9
275-48-4296,A,Odesa,Normal,Female,Clothing,57.24,4,11.448,240.40800000000002,2023-01-14,01:00,Credit card,228.96,4.761905,11.448,8.4
218-20-4039,C,Odesa,Member,Female,Home & Lifestyle,68.82,2,6.882,144.522,2023-01-14,02:00,Ewallet,137.64,4.761905,6.882,9.7
460-56-7192,A,Kyiv,Member,Female,Food & Beverages,49.69,8,19.876,417.39599999999996,2023-01-14,03:00,Ewallet,397.52,4.761905,19.876,9.4
429-82-4204,B,Odesa,Member,Female,Clothing,51.87,8,20.748,435.70799999999997,2023-01-14,04:00,Ewallet,414.96,4.761905,20.748,6.6
616-27-6534,A,Lviv,Normal,Male,Food & Beverages,93.53,4,18.706,392.826,2023-01-14,05:00,Ewallet,374.12,4.761905,18.706,4.1
722-73-1002,C,Odesa,Member,Male,Electronics,95.57,1,4.7785,100.34849999999999,2023-01-14,06:00,Cash,95.57,4.761905,4.7785,7.1
499-16-7406,B,Odesa,Member,Female,Clothing,29.06,9,13.076999999999998,274.61699999999996,2023-01-14,07:00,Ewallet,261.53999999999996,4.761905,13.076999999999998,4.6
705-95-5460,B,Odesa,Member,Female,Sports,65.22,2,6.522,136.962,2023-01-14,08:00,Credit card,130.44,4.761905,6.522,7.9
710-29-2243,A,Kyiv,Normal,Female,Clothing,12.81,4,2.5620000000000003,53.802,2023-01-14,09:00,Cash,51.24,4.761905,2.5620000000000003,9.9
710-67-1685,B,Lviv,Normal,Female,Home & Lifestyle,90.56,9,40.752,855.7919999999999,2023-01-14,10:00,Cash,815.04,4.761905,40.752,9.9
485-16-7517,C,Odesa,Normal,Female,Clothing,33.16,5,8.29,174.08999999999997,2023-01-14,11:00,Ewallet,165.79999999999998,4.761905,8.29,8.6
181-47-8445,B,Lviv,Member,Male,Beauty,53.05,5,13.262500000000001,278.5125,2023-01-14,12:00,Credit card,265.25,4.761905,13.262500000000001,7.0
786-50-4425,B,Lviv,Member,Female,Beauty,66.51,8,26.604000000000003,558.6840000000001,2023-01-14,13:00,Ewallet,532.08,4.761905,26.604000000000003,5.2
194-84-3196,B,Odesa,Member,Female,Sports,47.43,2,4.743,99.603,2023-01-14,14:00,Credit card,94.86,4.761905,4.743,7.3
806-41-5647,C,Odesa,Member,Male,Sports,64.25,10,32.125,674.625,2023-01-14,15:00,Cash,642.5,4.761905,32.125,5.5
127-27-1029,A,Kyiv,Member,Male,Electronics,99.76,6,29.928000000000004,628.488,2023-01-14,16:00,Cash,598.5600000000001,4.761905,29.928000000000004,9.1
492-32-1476,A,Lviv,Member,Male,Beauty,37.01,4,7.402,155.44199999999998,2023-01-14,17:00,Credit card,148.04,4.761905,7.402,4.8
754-65-3207,B,Kyiv,Member,Female,Beauty,17.91,6,5.373000000000001,112.83300000000001,2023-01-14,18:00,Ewallet,107.46000000000001,4.761905,5.373000000000001,4.2
282-91-4700,C,Odesa,Member,Female,Home & Lifestyle,62.97,1,3.1485000000000003,66.1185,2023-01-14,19:00,Cash,62.97,4.761905,3.1485000000000003,6.7
183-87-5111,C,Lviv,Member,Female,Electronics,24.12,2,2.4120000000000004,50.652,2023-01-14,20:00,Cash,48.24,4.761905,2.4120000000000004,5.2
980-22-8092,A,Odesa,Member,Female,Sports,62.54,1,3.1270000000000002,65.667,2023-01-14,21:00,Ewallet,62.54,4.761905,3.1270000000000002,7.5
462-38-5815,B,Odesa,Normal,Female,Clothing,71.48,8,28.592000000000002,600.432,2023-01-14,22:00,Ewallet,571.84,4.761905,28.592000000000002,6.3
863-35-3868,A,Odesa,Member,Female,Food & Beverages,50.95,2,5.095000000000001,106.995,2023-01-14,23:00,Ewallet,101.9,4.761905,5.095000000000001,8.5
397-63-9397,A,Lviv,Member,Male,Sports,40.19,6,12.057,253.19699999999997,2023-01-15,00:00,Cash,241.14,4.761905,12.057,5.2
910-39-9007,A,Lviv,Normal,Male,Food & Beverages,95.35,4,19.07,400.46999999999997,2023-01-15,01:00,Ewallet,381.4,4.761905,19.07,5.4
891-34-1615,A,Kyiv,Member,Male,Beauty,89.01,1,4.450500000000001,93.46050000000001,2023-01-15,02:00,Cash,89.01,4.761905,4.450500000000001,7.2
848-39-5812,B,Lviv,Normal,Male,Clothing,89.13,5,22.2825,467.9325,2023-01-15,03:00,Cash,445.65,4.761905,22.2825,7.9
933-27-4378,C,Odesa,Normal,Male,Clothing,62.82,2,6.282,131.922,2023-01-15,04:00,Credit card,125.64,4.761905,6.282,5.6
191-50-6338,C,Kyiv,Normal,Female,Sports,76.72,7,26.852,563.8919999999999,2023-01-15,05:00,Credit card,537.04,4.761905,26.852,9.1
239-97-7917,B,Odesa,Member,Female,Sports,87.1,4,17.419999999999998,365.82,2023-01-15,06:00,Ewallet,348.4,4.761905,17.419999999999998,7.8
255-47-7548,B,Odesa,Normal,Male,Clothing,26.63,7,9.320500000000001,195.7305,2023-01-15,07:00,Credit card,186.41,4.761905,9.320500000000001,6.2
620-98-1618,A,Odesa,Member,Male,Sports,10.12,1,0.506,10.626,2023-01-15,08:00,Cash,10.12,4.761905,0.506,6.0
156-77-9955,B,Kyiv,Normal,Male,Food & Beverages,86.76,3,13.014000000000003,273.29400000000004,2023-01-15,09:00,Credit card,260.28000000000003,4.761905,13.014000000000003,8.8
114-44-2962,C,Kyiv,Member,Male,Beauty,64.62,6,19.386000000000003,407.10600000000005,2023-01-15,10:00,Ewallet,387.72,4.761905,19.386000000000003,7.3
